job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
Deep Learning Engineer,71649,EN,FT,United States,L,0,"Mathematics, SQL, Java, Statistics, Python",1
Research Scientist,56048,MI,FT,Japan,M,0,"PyTorch, Java, Tableau, Mathematics, Deep Learning",2
AI Specialist,158822,EX,FL,India,S,100,"Python, Git, MLOps",16
Data Scientist,120868,EX,CT,Canada,S,0,"Computer Vision, Statistics, PyTorch, Git",19
Robotics Engineer,57913,MI,CT,Ireland,M,0,"R, Statistics, SQL, Hadoop",4
Data Engineer,153939,EX,CT,Finland,L,100,"Azure, Tableau, GCP",14
Robotics Engineer,94175,SE,CT,Finland,M,100,"Git, GCP, Hadoop, Computer Vision",5
Robotics Engineer,87217,EN,FT,Sweden,L,50,"Computer Vision, Python, Deep Learning, Azure",0
AI Software Engineer,80464,MI,PT,India,L,50,"Java, Scala, Tableau, Azure",3
AI Software Engineer,120125,MI,CT,Denmark,M,0,"Git, GCP, MLOps, Spark, Scala",3
Robotics Engineer,214441,EX,CT,Australia,S,50,"Python, TensorFlow, Docker, Deep Learning",12
AI Architect,155072,MI,PT,Switzerland,L,50,"Git, Scala, Python, Spark, Docker",2
AI Consultant,64758,MI,CT,Israel,L,50,"TensorFlow, MLOps, Data Visualization",4
AI Consultant,148286,SE,CT,Germany,M,0,"Git, Deep Learning, Java, Data Visualization, R",8
Machine Learning Researcher,231996,EX,FL,Denmark,L,100,"NLP, Git, Linux",16
Data Engineer,83137,SE,FT,Finland,M,50,"Deep Learning, Docker, Spark, Kubernetes",7
AI Software Engineer,159684,EX,CT,Canada,M,100,"Scala, R, GCP, Data Visualization, Hadoop",13
Research Scientist,93084,SE,FT,Ireland,M,50,"Tableau, Python, Deep Learning, TensorFlow",9
Robotics Engineer,49326,MI,PT,India,S,100,"Kubernetes, Java, AWS",4
AI Product Manager,114965,SE,CT,Sweden,M,0,"Linux, Statistics, Computer Vision, SQL, MLOps",7
Principal Data Scientist,196435,EX,FL,United Kingdom,S,0,"Linux, Python, TensorFlow, Hadoop, Statistics",15
ML Ops Engineer,79405,MI,PT,Canada,L,100,"TensorFlow, Kubernetes, R",3
Deep Learning Engineer,87884,SE,CT,Austria,M,100,"Spark, Scala, GCP, TensorFlow",7
Data Scientist,64859,EN,CT,South Korea,L,50,"Docker, Kubernetes, Deep Learning",0
AI Specialist,64300,MI,CT,Ireland,L,50,"Python, TensorFlow, MLOps, Java, SQL",3
Machine Learning Researcher,50241,EN,PT,Ireland,S,50,"Mathematics, Python, AWS",0
Data Engineer,120435,MI,CT,Switzerland,S,0,"MLOps, NLP, Python, Scala, TensorFlow",3
AI Product Manager,232783,EX,FT,Singapore,M,100,"TensorFlow, NLP, Hadoop, SQL",10
Machine Learning Researcher,106848,SE,PT,Ireland,L,50,"Git, Linux, Python, Mathematics, SQL",8
Computer Vision Engineer,179303,EX,CT,Netherlands,L,50,"R, Docker, GCP",13
Deep Learning Engineer,78386,EN,PT,Germany,L,50,"Linux, MLOps, Git, PyTorch",0
Data Analyst,166659,EX,FT,United States,M,50,"Linux, AWS, Deep Learning, Python",18
Research Scientist,128463,MI,FL,Denmark,M,100,"SQL, Computer Vision, Data Visualization",2
AI Consultant,105657,MI,FL,Switzerland,S,100,"AWS, SQL, MLOps, PyTorch",3
AI Product Manager,204872,EX,FL,United Kingdom,S,0,"R, PyTorch, Spark, Mathematics, Azure",15
Data Engineer,93342,MI,CT,United States,S,0,"Azure, R, Scala, Tableau",2
Head of AI,196294,SE,FT,Norway,L,0,"Tableau, NLP, PyTorch",6
Head of AI,45849,EN,FT,Ireland,S,50,"R, AWS, GCP, Linux, Tableau",0
AI Software Engineer,153347,EX,FT,United Kingdom,S,0,"Mathematics, Linux, Tableau",13
Computer Vision Engineer,67305,EN,PT,Australia,M,100,"Git, Tableau, R",1
Machine Learning Engineer,85330,SE,FL,India,L,0,"Mathematics, Computer Vision, Hadoop",6
Head of AI,89825,SE,CT,China,L,0,"NLP, SQL, Kubernetes",5
Autonomous Systems Engineer,103693,SE,FL,Israel,L,50,"GCP, Git, Statistics, Computer Vision, Java",7
Data Scientist,86729,SE,PT,India,S,0,"Data Visualization, TensorFlow, Python, Linux",8
AI Product Manager,90172,EN,FT,Singapore,L,0,"R, TensorFlow, MLOps",0
AI Product Manager,101376,SE,CT,France,S,0,"TensorFlow, Mathematics, Data Visualization, Deep Learning, NLP",8
Machine Learning Researcher,35400,EN,PT,Ireland,S,0,"AWS, R, Deep Learning, PyTorch, Tableau",0
Head of AI,140799,EX,FL,Ireland,S,0,"Spark, Deep Learning, Kubernetes, R, SQL",12
Data Engineer,38208,EN,FT,Israel,S,50,"MLOps, Linux, Hadoop, AWS, PyTorch",1
AI Consultant,128378,SE,PT,United States,S,50,"Java, Python, Statistics, MLOps, Mathematics",7
Head of AI,167560,SE,FL,Germany,L,50,"Docker, TensorFlow, Scala, Python",6
Machine Learning Engineer,69876,EN,FT,Norway,S,100,"Azure, Kubernetes, PyTorch, SQL",1
Principal Data Scientist,55398,MI,FT,China,M,0,"Spark, Azure, SQL, Scala",3
AI Specialist,139714,SE,CT,United Kingdom,M,50,"AWS, Kubernetes, Linux, MLOps, Computer Vision",7
Robotics Engineer,178247,EX,FT,United Kingdom,M,0,"SQL, Spark, Linux, Java",19
Computer Vision Engineer,65020,MI,PT,Canada,S,50,"Tableau, Hadoop, Statistics, Python",2
Autonomous Systems Engineer,92151,MI,CT,Australia,S,100,"Linux, PyTorch, Spark, TensorFlow, Mathematics",2
Data Scientist,264666,EX,FT,United States,S,100,"Git, Data Visualization, Hadoop",10
AI Architect,193557,EX,PT,United Kingdom,M,50,"TensorFlow, SQL, Linux, Statistics, Git",10
Data Engineer,87807,EN,PT,Netherlands,L,0,"Java, Azure, Mathematics, Deep Learning, Tableau",1
Robotics Engineer,64315,MI,FT,China,L,100,"Linux, Mathematics, Tableau, Git",4
Data Analyst,63046,EN,CT,Ireland,L,0,"TensorFlow, Tableau, Kubernetes, Linux",0
Data Analyst,79192,MI,PT,Japan,L,0,"Java, Deep Learning, NLP, Scala, Computer Vision",4
Computer Vision Engineer,261983,EX,PT,Switzerland,M,0,"Computer Vision, GCP, PyTorch",15
AI Software Engineer,142388,SE,CT,United Kingdom,M,50,"Scala, Java, Statistics",6
Machine Learning Engineer,149836,EX,FL,Israel,L,50,"Java, Spark, Data Visualization, Scala",15
AI Architect,97750,MI,FL,Netherlands,M,100,"Hadoop, GCP, Azure",2
Deep Learning Engineer,68035,EN,CT,United States,M,50,"Scala, SQL, MLOps, PyTorch",0
Principal Data Scientist,58645,EN,FT,United Kingdom,S,0,"SQL, Java, GCP, R, AWS",0
AI Product Manager,112827,MI,PT,United States,S,50,"Scala, Tableau, Kubernetes",2
Data Scientist,64113,EN,PT,Israel,L,0,"GCP, Statistics, Python",1
Autonomous Systems Engineer,92666,EX,PT,Finland,S,50,"Java, Kubernetes, Python",19
ML Ops Engineer,116428,EX,FL,France,S,100,"Kubernetes, Python, Scala, Git, Computer Vision",16
Machine Learning Engineer,74060,MI,FL,Australia,S,0,"SQL, Linux, Docker",2
Head of AI,53295,EN,FT,Canada,S,100,"Python, TensorFlow, GCP",1
AI Architect,35530,EN,PT,Austria,S,100,"NLP, Mathematics, GCP, R",1
Machine Learning Engineer,106952,MI,PT,Sweden,L,0,"Kubernetes, Java, GCP, Python",3
Data Analyst,124064,SE,FL,Germany,S,100,"Scala, Git, Java, Spark",9
Deep Learning Engineer,105275,EX,CT,Israel,S,50,"SQL, TensorFlow, Data Visualization",15
Data Scientist,56537,MI,CT,Ireland,M,100,"Deep Learning, MLOps, Scala, NLP, GCP",4
NLP Engineer,75809,MI,FT,Canada,S,0,"Kubernetes, MLOps, PyTorch, Deep Learning, R",2
Principal Data Scientist,60813,EN,FT,Israel,L,50,"SQL, PyTorch, Computer Vision",1
AI Product Manager,67970,EN,PT,Canada,S,100,"Python, Java, Computer Vision",0
Head of AI,75264,EN,FL,Australia,M,50,"GCP, Python, Tableau, MLOps, Deep Learning",1
Research Scientist,75290,MI,FT,China,M,0,"Git, AWS, Deep Learning",4
AI Software Engineer,135040,EX,PT,India,S,0,"PyTorch, R, Docker",14
Principal Data Scientist,208218,SE,CT,Denmark,L,0,"Linux, Deep Learning, Python, Kubernetes",6
AI Architect,61033,EN,CT,Australia,M,100,"R, GCP, Kubernetes",1
Head of AI,78321,SE,FL,Finland,S,100,"Tableau, PyTorch, AWS",8
AI Product Manager,87954,MI,CT,Australia,L,50,"Linux, Deep Learning, Tableau, PyTorch",3
Data Scientist,122691,SE,CT,Canada,S,0,"PyTorch, Java, Mathematics, Spark",8
Autonomous Systems Engineer,62759,EN,CT,Australia,L,100,"Python, AWS, Azure, NLP",1
Computer Vision Engineer,199215,EX,FL,France,S,50,"Hadoop, PyTorch, Kubernetes, Mathematics",10
Data Analyst,57999,EN,CT,Singapore,S,0,"Data Visualization, Java, TensorFlow, Computer Vision",1
Data Scientist,63930,EN,FT,Singapore,M,0,"TensorFlow, Azure, Data Visualization, SQL, Deep Learning",0
AI Architect,147142,EX,CT,Sweden,S,100,"Kubernetes, Git, Linux, Tableau, TensorFlow",16
Autonomous Systems Engineer,88386,MI,FT,United Kingdom,S,0,"Statistics, Mathematics, Tableau",2
Machine Learning Researcher,96605,MI,CT,United States,M,50,"Data Visualization, AWS, Docker, Kubernetes",4
Robotics Engineer,52708,MI,FT,India,S,50,"NLP, Data Visualization, Docker, Spark",2
Machine Learning Engineer,165502,SE,FL,Germany,L,50,"MLOps, Data Visualization, Git, Computer Vision",9
Data Engineer,291966,EX,CT,Norway,M,0,"Data Visualization, Hadoop, Git, Deep Learning, Computer Vision",15
NLP Engineer,55129,MI,PT,China,M,100,"R, SQL, Mathematics, Hadoop, NLP",3
Robotics Engineer,226814,EX,CT,Australia,L,100,"Data Visualization, Computer Vision, Java, Hadoop, Spark",14
AI Research Scientist,110209,MI,PT,Sweden,M,100,"Python, R, Java, Hadoop, Computer Vision",3
AI Product Manager,109643,MI,FT,Singapore,M,50,"Hadoop, TensorFlow, Python, Linux",4
AI Specialist,196768,EX,FL,Singapore,M,50,"Spark, Git, NLP, TensorFlow, R",19
AI Consultant,117037,MI,PT,Germany,L,50,"R, Hadoop, Git, Spark",3
Research Scientist,53590,EN,FT,Ireland,L,0,"Git, Java, Scala",1
Data Scientist,65486,EN,PT,United States,M,0,"AWS, GCP, SQL",0
AI Architect,231943,EX,PT,Australia,L,50,"Git, SQL, MLOps",15
Data Scientist,125924,SE,CT,Sweden,S,100,"Git, SQL, Computer Vision, Deep Learning",5
AI Product Manager,247768,EX,PT,Singapore,M,100,"Scala, Git, Deep Learning",19
AI Product Manager,92134,MI,PT,Sweden,M,50,"TensorFlow, Python, GCP",3
Principal Data Scientist,84458,EN,FT,Denmark,S,50,"Kubernetes, Statistics, Computer Vision, Deep Learning, Linux",1
AI Research Scientist,182202,EX,FL,Denmark,S,100,"R, Scala, NLP",15
AI Product Manager,88666,SE,PT,Austria,S,0,"Tableau, Scala, Python, Docker, TensorFlow",5
Principal Data Scientist,97624,MI,CT,Germany,M,50,"TensorFlow, Python, NLP, Computer Vision, SQL",3
NLP Engineer,58496,MI,CT,India,S,100,"R, PyTorch, Computer Vision",2
AI Architect,194232,EX,PT,Austria,L,100,"Azure, Hadoop, Kubernetes",14
Research Scientist,83102,EN,FT,Norway,S,0,"Spark, TensorFlow, Mathematics",1
Data Engineer,115632,SE,FL,Australia,M,0,"Kubernetes, PyTorch, Tableau, Java, Computer Vision",6
Data Engineer,90932,EN,PT,Norway,S,0,"PyTorch, Hadoop, Computer Vision, Data Visualization, Linux",0
Machine Learning Researcher,180788,EX,FT,Germany,L,0,"Git, Deep Learning, Computer Vision",13
NLP Engineer,155849,EX,CT,Netherlands,S,50,"NLP, Spark, Deep Learning, PyTorch, Docker",11
Robotics Engineer,70979,MI,FL,Australia,S,50,"R, TensorFlow, Azure, AWS",3
NLP Engineer,60631,MI,FL,Austria,M,0,"Docker, GCP, MLOps, Data Visualization",3
Robotics Engineer,117289,EN,PT,Switzerland,L,0,"R, Scala, Docker, NLP, Deep Learning",0
AI Consultant,122406,MI,CT,Norway,S,0,"Git, SQL, NLP, GCP",4
Robotics Engineer,77857,MI,CT,China,M,50,"Python, Kubernetes, Docker",3
Autonomous Systems Engineer,158898,EX,FL,China,S,100,"Python, MLOps, Hadoop, TensorFlow, Deep Learning",14
Data Analyst,106690,MI,PT,Singapore,L,50,"Java, AWS, R, Computer Vision, Azure",3
Data Scientist,67360,EN,PT,Norway,M,0,"GCP, SQL, Linux, Data Visualization, Statistics",0
AI Consultant,74996,EN,PT,Singapore,M,50,"Mathematics, Python, Java, Scala, Statistics",0
Autonomous Systems Engineer,168019,SE,FL,Germany,L,100,"Scala, Docker, Tableau, Statistics, Mathematics",8
Robotics Engineer,41890,EN,FL,China,S,50,"PyTorch, Tableau, SQL, NLP, Spark",1
AI Specialist,81881,EN,FL,United States,L,0,"Tableau, Statistics, Java, Scala, MLOps",1
Data Analyst,122006,MI,PT,Denmark,S,50,"MLOps, Tableau, Azure, PyTorch, Data Visualization",2
Principal Data Scientist,85368,SE,FL,China,S,50,"Azure, Computer Vision, GCP, Docker, MLOps",6
AI Research Scientist,106947,SE,PT,Canada,S,0,"Data Visualization, Python, PyTorch, SQL, Hadoop",9
Data Engineer,240515,EX,FT,Singapore,S,100,"Python, Data Visualization, Deep Learning, Tableau",11
ML Ops Engineer,218806,SE,PT,Switzerland,L,50,"AWS, TensorFlow, R, GCP",7
ML Ops Engineer,77761,MI,CT,Singapore,M,100,"Tableau, R, Python, TensorFlow, Docker",3
AI Software Engineer,163064,EX,CT,Germany,L,0,"Kubernetes, Mathematics, Data Visualization",18
Research Scientist,117324,SE,FL,China,L,100,"PyTorch, Data Visualization, Scala",6
ML Ops Engineer,85381,SE,FT,Japan,M,100,"PyTorch, AWS, Java, Statistics, Computer Vision",6
NLP Engineer,47809,EN,CT,Austria,L,100,"Python, Git, Deep Learning, Spark, Statistics",1
Robotics Engineer,146891,SE,PT,Germany,L,0,"Azure, Statistics, Python, Kubernetes, TensorFlow",9
Data Scientist,52538,EN,PT,Germany,S,0,"Deep Learning, SQL, Tableau",0
Computer Vision Engineer,196615,SE,FT,Switzerland,M,50,"Java, PyTorch, Scala",9
Data Engineer,143016,EX,PT,South Korea,L,100,"Tableau, MLOps, TensorFlow",16
Data Engineer,95801,MI,FL,Netherlands,M,0,"Scala, Hadoop, Kubernetes, Mathematics, Azure",2
Principal Data Scientist,100497,EN,FL,Norway,M,50,"NLP, Docker, Kubernetes, Scala, Mathematics",0
Machine Learning Researcher,72095,SE,PT,Ireland,M,100,"R, Spark, SQL",9
ML Ops Engineer,148979,EX,FL,Austria,M,0,"Linux, Hadoop, Kubernetes, Tableau, TensorFlow",19
AI Specialist,130715,EX,CT,Finland,M,50,"Python, NLP, Kubernetes, PyTorch, Linux",16
AI Specialist,63371,EN,CT,United Kingdom,L,50,"Python, TensorFlow, NLP, PyTorch, Deep Learning",0
AI Architect,51337,EN,FT,France,S,0,"MLOps, Data Visualization, Java, Spark, Git",1
Data Analyst,92806,SE,CT,France,S,100,"NLP, Python, Deep Learning, Java",8
AI Software Engineer,33404,EN,FT,Austria,S,0,"R, SQL, AWS",1
Data Analyst,76951,EN,FL,United Kingdom,M,0,"Scala, Computer Vision, MLOps, Kubernetes, Git",0
AI Research Scientist,182858,EX,FT,Denmark,S,100,"PyTorch, Python, Tableau, Statistics",13
Robotics Engineer,87669,EN,PT,United Kingdom,L,100,"Spark, Git, Python, Scala",1
NLP Engineer,152870,EX,CT,South Korea,S,0,"Scala, Java, Python, Hadoop",15
AI Research Scientist,66735,EN,CT,France,S,50,"NLP, PyTorch, Spark",1
AI Architect,123061,MI,CT,Norway,S,0,"Data Visualization, Kubernetes, Python, R, Java",2
Principal Data Scientist,92922,EN,FT,Switzerland,S,100,"Hadoop, Python, Spark, Scala, TensorFlow",0
AI Architect,92015,SE,PT,Austria,S,100,"Scala, Java, Python",5
AI Product Manager,88007,MI,PT,United States,S,100,"SQL, Python, TensorFlow, Statistics, Git",2
Robotics Engineer,41583,EN,CT,Japan,M,100,"Spark, MLOps, Linux",0
Data Analyst,86493,MI,FT,Japan,L,0,"Hadoop, R, Scala, Java, NLP",2
Machine Learning Engineer,136008,SE,FL,Singapore,M,0,"Docker, TensorFlow, Tableau, GCP, SQL",6
AI Architect,65100,MI,CT,Japan,M,50,"PyTorch, TensorFlow, Python",3
Deep Learning Engineer,183904,SE,CT,Denmark,M,100,"GCP, Statistics, Data Visualization, Spark",7
NLP Engineer,67150,SE,FL,Japan,S,50,"Scala, Kubernetes, SQL, GCP",9
AI Software Engineer,77490,MI,FL,China,M,100,"Java, Python, Data Visualization, Linux",2
Computer Vision Engineer,75675,EN,FL,United States,L,0,"Python, Statistics, Spark",0
Data Scientist,131039,EX,PT,Australia,S,50,"Git, Java, Python, TensorFlow, Deep Learning",16
AI Consultant,144855,SE,CT,Switzerland,M,0,"Docker, R, MLOps",8
NLP Engineer,73729,EN,FL,Australia,L,100,"Docker, Kubernetes, Hadoop, Linux",1
AI Research Scientist,122975,EX,PT,Australia,S,0,"Hadoop, Spark, Python, Docker, Statistics",16
Robotics Engineer,187681,EX,FL,Norway,M,100,"R, Data Visualization, SQL, GCP",18
Machine Learning Researcher,167838,SE,CT,Norway,S,50,"MLOps, Spark, Python",9
Data Scientist,40484,EN,CT,Ireland,S,50,"Python, NLP, Linux, Git",1
Research Scientist,259480,EX,PT,Denmark,S,0,"Computer Vision, Python, MLOps, Spark, TensorFlow",15
Head of AI,121731,SE,PT,Germany,S,0,"Kubernetes, Python, TensorFlow, Computer Vision",8
Machine Learning Researcher,301737,EX,PT,Denmark,L,0,"Deep Learning, GCP, Python, Docker",11
Robotics Engineer,52790,MI,FL,Ireland,M,100,"Tableau, Data Visualization, Python",4
AI Research Scientist,52956,EN,FL,India,M,50,"Scala, MLOps, GCP",1
Robotics Engineer,207995,EX,FT,France,M,50,"Python, Git, Java",18
Data Scientist,69639,EN,FL,United States,L,50,"Data Visualization, NLP, Tableau, SQL, Azure",1
Data Scientist,323188,EX,PT,United States,L,100,"SQL, R, PyTorch",16
NLP Engineer,50173,EN,FL,Austria,M,100,"Spark, Computer Vision, Data Visualization, AWS",1
Computer Vision Engineer,111576,EX,FT,South Korea,S,50,"Linux, Python, Computer Vision, Scala",12
Head of AI,108649,MI,FT,Denmark,S,50,"AWS, Hadoop, Statistics",3
Data Engineer,147094,EX,FL,Sweden,S,0,"SQL, Kubernetes, Azure, Data Visualization",10
AI Software Engineer,70203,SE,CT,Austria,S,100,"TensorFlow, Python, Tableau, Statistics, Kubernetes",7
Robotics Engineer,46621,EN,CT,Austria,S,0,"Git, Deep Learning, Python, Scala, Azure",1
Principal Data Scientist,81527,MI,FL,Sweden,M,100,"Spark, SQL, Python, Mathematics, Kubernetes",4
Head of AI,39764,EN,PT,South Korea,S,50,"TensorFlow, R, Tableau, Scala, PyTorch",1
AI Architect,73276,MI,CT,South Korea,M,0,"SQL, PyTorch, Statistics, Deep Learning, Data Visualization",4
Autonomous Systems Engineer,116356,EX,FL,Israel,S,50,"R, GCP, Docker, Linux, Kubernetes",18
Data Scientist,53850,EN,PT,Canada,M,50,"SQL, Kubernetes, Scala, Docker, Statistics",1
Research Scientist,99506,MI,PT,France,L,100,"Kubernetes, Mathematics, PyTorch, Azure, Java",2
Data Analyst,94045,MI,PT,Singapore,M,100,"TensorFlow, Linux, Docker",3
Machine Learning Researcher,114686,SE,FT,United Kingdom,S,50,"Java, Kubernetes, MLOps",8
Data Scientist,64615,MI,PT,Israel,S,0,"Python, GCP, Deep Learning, Git, Tableau",4
AI Research Scientist,134994,MI,CT,Norway,L,100,"Deep Learning, Kubernetes, R, AWS, Spark",3
ML Ops Engineer,68480,SE,FL,Israel,S,0,"Linux, R, Scala",5
Principal Data Scientist,240603,EX,FT,Sweden,L,100,"TensorFlow, Mathematics, Linux, PyTorch",15
Principal Data Scientist,50884,EN,PT,Finland,L,50,"GCP, Hadoop, Docker",0
Principal Data Scientist,50723,EN,CT,Sweden,S,0,"Scala, Python, NLP",0
Research Scientist,107073,SE,CT,Austria,L,50,"Scala, SQL, TensorFlow",9
AI Software Engineer,72396,SE,FL,China,M,100,"SQL, Azure, R, GCP, Spark",8
AI Product Manager,90199,EX,PT,Ireland,S,100,"Statistics, TensorFlow, PyTorch",19
ML Ops Engineer,38590,EN,PT,Japan,S,0,"Scala, R, Java, NLP, Azure",1
Data Engineer,89214,MI,CT,United States,M,100,"NLP, Azure, Data Visualization",4
AI Research Scientist,67804,MI,FL,India,L,100,"Computer Vision, Spark, MLOps",4
AI Product Manager,71000,SE,PT,Ireland,S,50,"Kubernetes, Docker, Python",5
Autonomous Systems Engineer,139500,EX,FL,India,S,100,"PyTorch, Git, Data Visualization, Computer Vision, Deep Learning",15
Research Scientist,186704,EX,FL,Australia,M,50,"Mathematics, Scala, Docker, MLOps",18
AI Research Scientist,332775,EX,FT,Denmark,L,50,"GCP, Spark, Java",13
Head of AI,149414,EX,CT,Japan,S,50,"Kubernetes, Statistics, Hadoop, Deep Learning, AWS",16
AI Architect,170735,SE,FT,Switzerland,L,100,"Spark, SQL, NLP, Python, Computer Vision",9
Data Analyst,51131,MI,FL,Finland,S,0,"Kubernetes, Hadoop, Git, Azure, Linux",3
Autonomous Systems Engineer,77363,MI,FL,South Korea,M,100,"Scala, Python, TensorFlow",3
NLP Engineer,333893,EX,CT,Denmark,L,100,"Linux, MLOps, Tableau, Python",10
Head of AI,76598,MI,FL,Netherlands,M,50,"Git, Python, MLOps",3
Machine Learning Engineer,184315,SE,FT,Switzerland,S,50,"Tableau, Linux, Azure, Deep Learning, Scala",7
ML Ops Engineer,102455,MI,FL,Germany,L,100,"MLOps, SQL, PyTorch",4
Autonomous Systems Engineer,100732,EN,FT,Denmark,M,100,"Kubernetes, Java, Data Visualization",1
Robotics Engineer,64533,MI,CT,South Korea,M,50,"Python, Deep Learning, TensorFlow, Data Visualization, Spark",2
Machine Learning Researcher,45189,EN,FL,Ireland,M,0,"Docker, Spark, NLP",1
NLP Engineer,146441,EX,FT,Israel,S,50,"Spark, Deep Learning, Python, Docker, Git",16
Data Analyst,214788,EX,PT,Netherlands,M,100,"Docker, Azure, MLOps, Tableau, TensorFlow",17
ML Ops Engineer,62239,MI,PT,Israel,S,100,"Hadoop, Scala, SQL, Azure",3
Machine Learning Researcher,62349,EN,PT,Germany,L,100,"SQL, Python, TensorFlow, AWS",1
AI Product Manager,108777,MI,CT,Netherlands,L,100,"NLP, GCP, Python, Kubernetes, Hadoop",4
Machine Learning Engineer,124360,EX,FT,India,M,100,"SQL, NLP, Mathematics",16
AI Specialist,119968,MI,CT,Norway,M,100,"Hadoop, Scala, TensorFlow, Data Visualization",4
AI Software Engineer,116787,MI,FT,Australia,L,50,"Deep Learning, Java, Scala, Statistics",2
AI Product Manager,36614,EN,FL,Japan,M,0,"Hadoop, PyTorch, SQL",0
NLP Engineer,72544,MI,CT,Sweden,S,0,"Azure, Data Visualization, Python",2
AI Specialist,130158,EN,FL,Switzerland,L,0,"Python, Linux, Statistics",1
AI Specialist,100251,SE,PT,France,S,100,"R, Spark, Python",7
AI Consultant,136928,EX,FT,Ireland,M,0,"Hadoop, Git, Deep Learning, Statistics, Python",14
Principal Data Scientist,122742,EX,CT,Sweden,S,0,"Java, Linux, MLOps",13
AI Product Manager,71737,EN,CT,United States,S,50,"Mathematics, R, Hadoop",1
Principal Data Scientist,228268,EX,FT,Singapore,S,50,"Git, Hadoop, Mathematics",14
Machine Learning Researcher,163485,SE,FT,Denmark,S,100,"Kubernetes, SQL, MLOps, Git, R",5
Data Analyst,148386,EX,CT,Canada,S,0,"Python, AWS, Data Visualization",14
AI Specialist,122532,SE,PT,Sweden,M,50,"Statistics, Git, Tableau, TensorFlow",8
Principal Data Scientist,192746,EX,CT,Singapore,M,100,"Mathematics, Hadoop, Deep Learning, Computer Vision",13
AI Specialist,135276,EX,FT,Israel,S,100,"MLOps, Deep Learning, Spark, NLP, R",16
Robotics Engineer,149199,EX,CT,Japan,L,0,"Python, TensorFlow, MLOps",11
AI Research Scientist,165978,EX,FL,Austria,M,0,"Hadoop, Tableau, MLOps, Scala, SQL",17
ML Ops Engineer,43711,EN,FL,Austria,M,50,"Python, Tableau, SQL, Azure",1
Principal Data Scientist,74053,EN,FT,Australia,M,0,"Spark, Statistics, Scala",0
Robotics Engineer,56815,EN,FT,Austria,M,0,"Kubernetes, Git, Tableau, Computer Vision, Scala",1
Machine Learning Researcher,61807,EN,PT,Sweden,M,50,"Python, Kubernetes, Linux, PyTorch",0
AI Consultant,53359,MI,FT,China,S,50,"Spark, Git, TensorFlow",3
AI Software Engineer,65534,EN,FL,China,L,50,"Data Visualization, Mathematics, Java, Computer Vision",0
ML Ops Engineer,101197,EN,FL,Norway,L,100,"Docker, TensorFlow, SQL, Java",0
Research Scientist,80968,MI,PT,France,L,100,"Linux, Tableau, TensorFlow",4
Machine Learning Researcher,304173,EX,CT,Switzerland,M,100,"Data Visualization, Kubernetes, Mathematics, Java",15
AI Product Manager,227298,EX,CT,France,L,50,"Deep Learning, Computer Vision, NLP, Git",17
Data Analyst,69760,MI,FT,India,S,100,"Tableau, SQL, PyTorch, NLP",3
AI Specialist,72801,MI,CT,Austria,L,100,"PyTorch, Python, Git, Java, AWS",3
Data Analyst,89120,MI,PT,United States,M,0,"NLP, SQL, MLOps, Data Visualization",4
Autonomous Systems Engineer,73940,MI,CT,Finland,M,0,"SQL, Python, Java, R",2
Machine Learning Engineer,96714,EN,FL,Denmark,L,0,"Docker, Hadoop, NLP, GCP",0
Machine Learning Researcher,147551,EX,FL,France,S,100,"Docker, Python, PyTorch, AWS",19
Autonomous Systems Engineer,193299,EX,FL,Switzerland,M,100,"Python, Hadoop, TensorFlow",10
AI Research Scientist,57503,EN,PT,Germany,M,0,"Kubernetes, Mathematics, MLOps, Git, Computer Vision",0
Research Scientist,130911,EX,FT,Austria,S,100,"Python, Azure, Computer Vision",19
AI Research Scientist,141763,EX,CT,India,S,50,"GCP, Kubernetes, Computer Vision, Mathematics, Spark",15
Data Analyst,66601,SE,FL,Finland,S,0,"R, Spark, MLOps, Computer Vision",9
Autonomous Systems Engineer,73566,EN,PT,Switzerland,M,0,"Java, Hadoop, Kubernetes, Scala",0
Computer Vision Engineer,86261,SE,FT,Japan,L,100,"Spark, Docker, Git",7
NLP Engineer,171896,SE,PT,Norway,S,50,"Java, Mathematics, Computer Vision, Data Visualization, Python",8
AI Consultant,172293,SE,FL,Sweden,L,100,"PyTorch, Kubernetes, Docker",7
Deep Learning Engineer,90533,MI,FL,France,M,100,"Scala, Statistics, PyTorch, Git",4
Machine Learning Engineer,157232,EX,FT,Finland,S,50,"NLP, Java, Git, Python",12
Data Analyst,101088,MI,CT,Australia,M,0,"Python, Scala, Azure",4
Head of AI,133605,SE,FT,Norway,M,100,"Deep Learning, GCP, PyTorch, Computer Vision, Hadoop",8
Computer Vision Engineer,67600,EN,PT,Germany,S,0,"GCP, Azure, Data Visualization, TensorFlow",0
AI Architect,98760,MI,FT,Sweden,L,50,"Git, SQL, Linux, Scala, Statistics",4
Data Scientist,264824,EX,FT,Singapore,M,0,"Git, SQL, Mathematics, Kubernetes",11
Machine Learning Researcher,92246,MI,FL,Sweden,L,50,"Deep Learning, Docker, Python, Kubernetes",3
AI Research Scientist,153061,SE,FL,Denmark,S,100,"R, Java, AWS",7
AI Consultant,48044,EN,FL,Israel,S,100,"SQL, Statistics, Spark, Mathematics",1
Data Scientist,61460,EN,FL,Germany,M,50,"Python, PyTorch, Computer Vision",1
